Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1949,8.9,8.9,10.2,17.5,28.2,52.6,61.7,62.0,63.5
1961,3.0,4.3,5.3,6.9,8.6,13.5,25.7,35.6,38.6
1962,2.8,4.6,4.6,8.1,13.0,20.6,33.8,54.9,59.7
1963,10.2,11.2,11.7,13.7,18.5,23.6,40.9,52.3,57.9
1964,4.3,6.9,7.9,11.2,19.3,28.2,54.9,72.6,77.5
1965,5.3,7.4,9.9,13.0,17.8,19.6,32.3,51.8,59.7
1966,8.4,13.2,17.0,25.4,29.7,43.7,48.5,64.5,85.3
1967,2.3,3.8,5.3,9.9,10.9,16.3,29.5,44.4,58.4
1968,6.3,12.7,13.7,14.7,17.5,22.4,41.9,55.1,61.7
1969,5.6,7.1,8.4,8.6,11.7,19.0,30.7,34.5,48.3
1970,5.6,7.1,10.7,15.2,16.3,19.6,42.4,62.5,87.4
1971,6.3,10.4,14.5,16.0,19.0,22.1,34.3,41.1,77.7
1972,4.8,5.3,6.6,10.9,15.0,20.6,47.8,72.6,89.2
1973,5.3,6.9,7.9,10.4,16.5,30.0,49.5,65.8,67.1
1974,3.6,5.6,6.3,9.9,16.3,22.4,42.4,53.3,72.9
1975,8.1,10.4,12.2,17.8,19.0,19.6,46.5,71.9,82.3
1976,3.6,4.8,6.1,8.4,12.7,19.0,33.8,42.2,53.6
1977,3.8,5.6,7.6,11.7,17.5,23.4,38.6,40.4,41.4
1978,4.0,5.9,7.4,7.6,12.9,13.1,27.1,37.6,43.0
1979,3.2,4.2,5.9,10.2,16.2,18.1,29.3,41.9,49.2
1980,3.2,6.1,7.4,12.2,17.4,23.9,33.6,41.6,69.8
1981,,,,,15.0,22.4,46.7,72.5,82.6
1982,5.1,9.0,12.9,17.1,24.5,35.9,80.3,82.4,84.0
1983,1.6,3.2,4.8,9.6,19.2,26.5,47.3,52.8,54.7
1984,5.0,9.9,13.0,21.5,27.1,36.6,61.0,74.0,75.3
1985,5.2,7.1,9.8,11.3,14.1,18.5,36.0,54.9,82.9
1986,3.1,4.8,7.2,14.3,23.3,27.9,40.2,58.9,70.6
1987,5.1,7.3,8.6,16.2,23.5,24.2,30.6,36.6,46.8
1988,6.6,10.6,13.2,17.4,23.4,25.9,44.8,45.8,49.0
1989,2.9,4.5,6.2,8.0,10.9,19.7,43.4,51.6,51.6
1990,3.7,5.9,6.5,12.6,19.2,28.5,48.1,68.7,85.2
1991,7.8,11.4,15.9,23.3,28.8,29.5,51.2,52.2,59.7
1993,4.4,7.0,7.6,11.5,20.0,31.3,47.6,49.4,55.3
1994,6.2,9.1,10.3,12.6,12.8,14.9,,,67.5
1995,5.2,9.8,14.5,16.6,27.6,46.7,55.9,58.8,61.6
1996,4.8,6.2,7.4,10.2,15.4,27.2,40.2,44.0,48.4
