Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1977,4.3,6.9,7.6,9.4,13.2,17.5,20.6,24.6,31.9
1978,15.6,16.5,20.4,29.4,32.7,43.2,59.0,79.2,79.4
1979,10.2,11.9,14.2,21.7,23.0,23.0,23.0,26.6,30.0
1980,3.4,5.7,8.5,11.4,17.7,34.9,62.8,75.9,79.2
1981,6.0,9.9,12.7,18.7,20.0,24.4,27.1,27.1,27.1
1982,19.0,22.1,22.6,32.0,37.0,39.6,41.3,52.9,60.0
1983,3.8,7.6,7.9,8.2,9.0,,,,
1985,5.5,8.5,8.9,9.8,9.8,9.8,18.3,27.6,40.6
1986,5.5,9.4,13.3,14.3,15.3,16.0,17.8,18.0,20.4
1987,5.8,5.8,5.8,7.3,8.7,10.7,15.9,16.0,19.2
2005,5.8,7.6,11.0,18.4,18.8,19.4,27.8,51.8,57.6
2006,14.6,15.0,15.0,22.2,35.8,57.0,92.4,99.4,99.4
2007,11.4,12.2,14.2,21.2,21.4,21.4,39.6,48.0,58.4
2008,11.8,15.8,20.2,25.0,40.4,40.4,40.4,40.4,40.8
2009,9.0,17.8,20.0,39.0,40.0,40.0,45.8,46.0,46.0
2010,5.4,6.8,10.0,16.0,20.0,26.8,49.6,51.2,51.8
2011,7.8,10.6,14.8,23.8,25.6,26.0,43.0,51.6,53.8
2012,9.6,13.2,15.8,17.2,17.8,17.8,20.4,34.4,40.6
2013,7.6,11.0,11.8,12.6,16.4,31.4,57.0,58.6,84.4
2014,7.8,11.6,12.8,14.8,17.2,25.2,29.4,29.4,31.2
2015,7.0,8.8,9.6,10.0,11.0,16.8,28.0,32.0,32.8
2016,6.6,9.8,11.0,11.4,12.0,12.0,16.8,19.0,22.4
2017,8.0,12.6,14.4,21.8,24.6,28.0,35.8,41.6,43.6
