Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,11.4,17.0,18.3,20.6,23.9,24.1,38.9,56.1,58.4
1966,10.4,13.2,15.0,20.3,25.1,31.2,34.5,36.3,59.7
1968,11.4,14.7,20.6,28.2,31.7,31.7,32.0,39.4,47.5
1969,10.4,14.2,20.8,24.1,30.2,30.7,45.2,54.6,56.6
1970,6.9,6.9,8.6,10.9,11.4,12.4,20.1,35.8,35.8
1971,6.1,8.1,8.9,10.2,10.9,20.1,27.2,31.2,35.1
1973,5.8,10.2,14.5,26.7,32.3,36.6,39.4,39.9,49.5
1974,10.9,16.0,22.9,26.9,37.1,42.2,71.9,71.9,72.6
1975,10.9,16.8,22.1,32.5,33.5,42.7,44.2,57.4,69.6
1976,8.1,11.4,12.7,15.0,15.7,23.9,29.2,38.4,41.1
1977,6.9,9.9,11.4,12.4,13.2,15.5,24.9,26.7,34.0
1978,7.8,10.9,12.7,15.6,17.2,19.0,26.6,47.2,54.8
1979,11.0,15.9,17.8,26.5,33.6,33.9,43.4,70.9,73.6
1980,8.4,12.7,16.2,27.1,45.7,58.6,62.7,62.9,64.7
1981,6.8,13.1,14.4,19.9,20.4,22.0,29.3,39.8,54.0
1982,4.8,5.8,12.1,15.6,20.5,24.3,40.4,40.4,40.4
1983,11.3,13.6,16.7,18.1,20.1,20.2,29.1,35.6,35.6
1984,7.7,11.4,14.0,17.8,20.7,23.9,43.0,45.0,45.0
1985,5.4,10.0,12.8,15.8,16.4,24.7,35.2,56.0,67.8
1986,7.3,11.3,14.3,19.5,24.2,26.2,32.8,33.2,45.0
1987,5.8,8.4,9.6,14.2,19.8,23.4,32.5,48.4,57.0
1988,5.2,8.9,10.5,12.8,14.4,18.2,33.6,44.0,58.8
1989,2.3,4.1,5.8,9.1,13.4,15.2,26.8,30.4,44.9
1990,5.3,7.5,8.9,15.5,15.5,20.7,44.1,44.9,50.4
1991,4.4,5.8,6.1,8.7,13.9,20.8,28.7,32.4,32.6
1992,13.2,21.6,27.0,29.2,29.2,29.4,29.4,41.4,41.6
1993,5.8,10.2,13.0,14.4,15.9,15.9,20.6,25.5,43.3
1994,8.0,11.2,13.8,14.0,24.2,38.1,48.7,56.2,59.3
1995,5.6,9.0,12.5,21.3,27.9,28.4,46.0,51.5,56.6
