Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1967,6.9,11.9,14.5,26.4,35.6,36.6,39.9,43.7,51.3
1968,5.8,7.9,8.4,9.9,16.0,24.4,39.6,48.0,54.4
1969,6.3,11.7,11.7,13.2,18.3,25.4,34.5,50.8,59.7
1970,11.2,13.0,19.0,20.6,26.2,40.4,41.7,46.2,62.2
1971,8.4,8.9,9.1,9.7,18.0,24.1,29.0,31.0,31.0
1972,9.7,14.2,17.0,18.8,23.4,27.4,46.5,62.2,64.0
1973,8.6,14.7,20.8,25.4,29.0,29.2,29.5,29.5,29.5
1974,19.3,27.9,38.1,49.3,52.1,54.1,55.1,55.1,55.1
1975,10.7,17.5,21.1,26.9,34.5,55.9,55.9,69.8,82.5
1976,7.4,13.2,15.2,16.8,19.6,27.7,30.2,35.1,40.1
1977,9.4,12.2,15.2,29.7,40.9,47.8,47.8,50.8,52.6
1978,7.4,10.4,10.8,11.2,13.3,16.6,21.4,24.6,24.6
1980,8.4,15.3,16.6,18.9,19.0,21.9,32.0,32.0,56.6
1981,,,,25.1,27.6,28.4,30.3,42.6,50.0
1982,10.1,16.2,19.4,22.6,23.9,28.6,62.5,70.4,70.4
1983,9.7,12.4,12.6,12.8,15.9,21.1,35.5,37.8,37.8
1984,5.2,7.4,8.8,14.2,22.3,31.8,37.7,39.4,39.4
1985,7.9,9.4,9.4,15.2,19.7,24.7,38.0,49.6,52.8
1986,9.8,15.7,23.0,42.2,48.4,50.2,55.6,63.0,64.7
1987,7.6,10.2,10.8,15.4,21.4,31.4,42.4,50.7,61.2
1988,5.2,7.0,8.4,9.5,13.2,16.4,29.4,41.4,42.2
1989,11.2,20.4,29.4,47.9,49.0,52.6,89.0,89.5,89.7
1990,6.4,12.8,15.5,17.2,19.4,19.7,35.8,37.4,42.0
1991,7.6,8.8,11.0,14.4,21.8,25.8,28.4,42.3,52.4
1992,5.9,7.2,8.0,12.6,24.4,37.0,45.3,46.4,46.4
1995,9.7,12.0,14.1,16.9,19.0,20.0,40.6,61.7,68.8
1996,6.4,12.6,14.9,22.7,29.6,34.2,38.6,40.2,58.4
1997,10.6,12.7,12.9,13.6,21.5,29.5,37.2,42.8,44.6
1998,10.9,16.7,21.0,22.5,25.2,29.4,31.5,35.4,41.6
1999,9.1,10.7,11.7,13.7,14.6,16.8,33.5,36.6,54.4
2000,6.0,7.4,9.7,12.3,17.4,22.2,30.8,34.0,43.9
2001,10.5,12.6,15.6,19.3,20.4,21.4,38.9,65.4,79.5
2002,7.1,9.0,9.2,9.2,9.8,13.8,32.1,39.4,42.4
2003,8.5,11.2,14.7,16.0,17.3,17.7,29.3,44.1,54.7
2004,12.1,17.7,18.3,24.7,25.3,31.8,63.6,100.0,109.6
2005,8.1,11.5,12.7,14.2,21.3,33.1,66.9,81.7,83.3
