Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1959,9.7,10.9,12.2,17.8,21.1,27.7,77.0,93.5,118.6
1960,5.3,8.1,10.4,11.4,13.7,19.0,33.5,42.2,45.2
1961,7.4,9.9,12.2,15.5,18.5,23.1,27.9,48.8,69.3
1962,5.6,7.9,7.9,7.9,15.2,20.1,29.0,47.8,56.4
1963,3.6,7.1,10.7,16.3,20.3,22.1,33.0,40.9,46.0
1964,3.6,5.6,7.1,7.6,9.1,15.2,31.0,42.2,43.9
1965,11.7,20.8,24.6,26.7,26.7,30.7,39.9,46.5,74.2
1966,3.0,4.6,6.6,8.6,15.0,21.6,30.0,41.1,50.3
1967,7.9,10.2,10.7,15.5,22.4,26.4,31.5,41.7,54.6
1969,9.7,13.0,15.2,17.5,18.3,20.8,46.2,61.5,92.2
