Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1943,18.3,24.1,26.2,36.3,51.1,53.8,53.8,56.1,78.7
1944,7.6,8.1,11.2,15.2,21.1,34.3,47.0,51.8,56.1
1945,6.6,9.7,12.7,17.3,19.3,25.4,34.3,39.4,47.8
1946,13.2,14.5,15.5,29.7,48.3,60.5,61.5,61.5,83.3
1947,10.9,19.3,23.9,29.2,29.2,29.2,40.9,43.2,46.7
1952,7.9,12.7,15.2,28.7,30.5,30.5,38.4,39.9,74.2
1953,15.7,24.6,36.8,56.9,83.3,83.3,83.3,83.3,83.3
1954,10.9,12.7,17.0,21.6,29.2,32.8,39.1,52.6,78.0
1955,6.6,9.1,11.2,14.2,14.7,17.3,32.5,44.2,51.1
1956,9.1,10.7,11.7,16.8,20.1,35.3,40.4,42.7,53.8
1957,6.3,9.4,12.4,16.5,26.2,28.2,35.6,47.5,55.6
1958,7.6,9.7,11.2,15.7,16.5,18.5,29.2,39.1,39.9
1959,8.6,10.9,13.0,15.5,23.4,39.6,50.3,50.5,50.5
1960,9.1,12.7,16.8,27.7,28.2,38.9,39.9,42.4,46.7
1961,11.4,20.1,23.9,29.0,39.9,43.2,43.4,43.4,43.4
1962,8.6,16.5,17.0,17.0,18.8,26.7,29.0,34.8,35.1
1963,5.6,7.9,9.1,10.4,10.4,11.4,21.3,21.3,23.9
1964,7.9,10.9,14.2,19.0,23.9,32.3,38.1,59.2,67.3
1965,5.6,10.4,11.7,14.2,18.3,21.1,29.0,38.4,43.7
1966,8.4,8.4,8.9,14.2,19.3,27.4,43.9,52.6,52.6
1967,7.9,11.9,12.2,19.3,20.6,22.4,33.5,37.3,41.4
1968,10.4,13.2,16.0,24.6,28.7,32.3,53.1,67.6,84.6
1969,6.9,10.2,13.5,15.7,15.7,18.5,27.4,39.9,47.5
1970,10.9,13.0,16.5,17.0,21.1,22.1,23.9,33.3,36.8
1971,8.9,15.0,22.4,32.5,39.1,42.7,42.7,42.7,42.7
1972,14.5,20.1,22.9,22.9,34.3,40.6,58.4,59.7,62.5
1973,7.4,9.4,13.5,17.0,17.8,19.6,31.5,40.4,52.1
1974,4.8,7.9,9.1,10.9,13.2,22.4,29.2,30.2,35.3
1975,9.1,12.4,15.2,18.5,21.1,21.1,27.9,30.5,30.5
1976,18.5,26.9,27.7,29.2,30.5,30.7,37.8,40.9,50.0
1978,6.6,10.9,14.2,14.4,14.4,14.4,23.5,27.3,29.6
1979,19.2,33.5,37.6,45.9,46.0,46.0,46.6,65.4,68.2
1980,11.5,20.6,27.8,30.6,32.5,32.6,37.7,47.1,61.7
1981,10.1,12.5,13.2,13.2,16.2,26.7,35.0,37.5,43.5
1982,6.8,10.8,15.1,22.2,24.6,28.6,35.4,36.8,37.6
1983,13.5,23.4,29.5,37.6,41.1,41.1,47.0,55.8,64.4
1984,9.8,10.6,14.5,27.4,27.8,43.5,50.8,56.0,69.7
1985,8.3,10.9,13.7,22.8,29.0,35.1,43.2,56.8,65.0
1986,12.4,22.7,24.2,24.5,30.6,42.2,43.8,49.7,89.1
1987,6.7,9.4,11.0,13.2,14.3,17.7,27.2,44.5,56.5
1988,7.9,11.2,15.5,18.2,18.3,26.9,33.0,41.9,61.6
1989,8.7,10.9,13.5,23.3,25.7,25.8,25.8,34.0,34.8
1990,11.9,16.7,18.7,30.4,35.1,37.9,41.6,54.1,75.5
1991,9.7,11.6,13.9,17.5,20.6,22.0,28.1,32.2,32.2
1992,6.5,11.5,15.9,20.9,35.0,45.2,51.8,58.6,76.3
1993,9.4,14.3,15.1,19.1,21.9,25.0,28.5,30.7,49.2
1994,7.5,11.3,12.1,16.8,20.6,33.2,38.9,40.3,46.5
1995,8.2,11.3,12.6,15.8,21.8,28.0,37.8,45.0,56.1
1996,9.4,15.8,17.9,26.1,39.2,68.1,82.7,83.5,89.0
1997,10.6,17.0,19.6,21.8,21.8,24.8,31.1,33.9,33.9
1998,12.6,14.7,15.8,17.6,20.4,20.4,20.4,,33.0
1999,7.3,11.2,11.8,12.7,13.3,19.0,25.9,26.1,32.9
2000,11.5,15.3,17.6,23.0,30.6,40.6,,,82.8
2001,6.3,7.9,10.6,13.2,13.4,14.0,24.0,35.0,41.2
2003,10.0,18.4,23.2,26.2,26.2,27.8,31.2,40.8,40.8
2004,15.0,23.6,27.2,29.4,29.4,29.6,45.4,47.0,47.0
2005,9.0,12.6,15.4,19.8,19.8,24.0,35.6,37.0,45.6
2006,12.6,22.0,26.6,28.0,42.4,46.4,49.0,49.0,77.2
2007,7.0,12.4,14.6,14.6,17.2,22.4,30.4,30.6,30.6
2009,7.8,11.4,12.0,17.0,17.0,19.8,29.4,35.0,43.0
2010,10.0,14.4,20.4,29.4,32.6,33.0,33.8,34.2,42.4
2011,6.8,11.6,17.2,29.2,35.8,35.8,40.6,44.0,44.0
2012,4.4,6.8,8.4,9.2,12.4,16.8,25.6,30.6,32.4
2013,8.0,11.2,15.0,20.0,24.2,30.8,51.8,80.0,96.0
2014,9.6,16.6,23.6,31.6,41.6,50.0,59.8,62.2,63.2
2015,8.8,14.2,19.6,23.8,23.8,34.0,34.8,42.6,42.6
2016,11.0,19.0,21.4,35.6,38.4,42.4,44.8,58.8,68.8
