Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1971,4.1,5.6,6.4,10.9,13.2,16.0,24.1,45.5,55.2
1972,5.1,6.6,6.9,7.1,7.1,8.6,13.5,15.2,17.8
1973,4.8,7.9,9.9,10.7,14.2,21.8,43.9,55.6,68.3
1974,6.4,10.2,13.0,17.3,22.6,22.6,22.6,22.6,27.5
1975,6.6,7.1,8.9,11.4,14.5,14.5,,,47.0
1976,5.6,10.9,15.2,17.0,17.5,20.3,23.6,26.8,29.5
1977,3.2,5.8,7.6,11.4,18.1,18.9,19.0,24.6,31.5
1978,3.4,3.7,3.9,6.3,8.4,13.0,18.3,20.0,23.9
1982,3.0,3.3,4.2,4.8,6.1,9.6,14.9,19.2,30.5
1983,,,,,9.3,12.0,17.2,24.0,32.6
1984,5.2,7.8,9.5,15.3,16.7,16.9,25.8,44.3,63.2
1985,3.1,4.3,6.0,6.9,7.7,12.0,20.5,31.1,31.8
1986,6.9,9.2,12.3,13.4,14.3,16.2,25.0,29.9,37.4
1987,4.7,8.9,11.7,20.7,25.5,27.4,28.4,28.4,43.0
1988,2.6,4.2,6.3,10.3,14.4,18.2,36.8,38.6,47.6
1989,3.1,4.5,5.6,6.4,7.8,9.0,11.5,12.9,18.6
1990,5.7,11.3,14.2,23.7,24.8,24.8,30.2,45.0,45.0
1992,9.9,10.1,10.4,10.4,10.4,10.4,14.5,18.4,19.8
1993,3.7,5.6,6.3,7.3,8.9,10.8,23.2,43.8,64.6
1994,5.6,5.9,5.9,5.9,7.3,12.7,31.2,47.1,52.5
1995,2.1,2.3,2.7,3.5,4.3,7.0,10.2,18.6,20.2
1996,7.3,10.1,11.0,11.3,11.3,11.3,16.3,19.6,19.6
1997,3.0,6.0,7.9,9.1,11.3,17.1,41.5,61.0,81.0
2000,1.7,2.1,2.5,4.4,5.4,8.2,17.6,20.6,26.5
2002,2.9,4.5,4.7,4.7,5.3,7.3,12.8,16.8,19.5
2003,1.7,2.6,3.9,5.4,6.2,6.9,10.7,11.6,11.6
2004,2.0,2.5,3.3,6.3,8.0,10.0,13.0,13.4,20.9
2005,6.1,10.4,12.8,13.0,13.0,13.0,18.1,32.5,49.2
2006,7.3,10.4,10.8,11.2,11.2,11.9,21.6,25.2,29.6
2007,2.6,4.9,7.3,7.8,8.9,13.8,,,28.2
2008,,,,,7.7,14.4,26.9,37.9,56.0
2009,4.1,7.9,11.8,15.4,25.2,25.9,25.9,37.2,44.2
2010,3.9,6.5,7.9,10.6,10.6,11.5,20.4,24.0,36.6
2011,6.0,10.4,12.7,18.2,23.3,24.9,38.8,41.8,45.3
