Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1982,3.6,6.2,7.8,9.4,13.7,16.2,25.2,31.1,38.6
1983,8.2,14.6,20.0,29.4,39.4,45.2,49.4,52.4,63.6
1985,4.4,8.3,10.7,13.3,19.0,32.0,32.0,32.0,32.2
1986,7.2,11.7,16.7,20.9,24.2,26.2,28.6,28.6,31.8
1987,3.9,6.7,6.9,6.9,8.0,8.2,8.9,13.4,16.2
1988,6.6,8.9,11.5,15.0,17.3,20.7,21.0,23.0,27.4
1989,3.4,4.8,5.8,11.1,14.2,16.7,28.9,33.3,37.4
1990,3.8,7.3,10.7,18.2,26.2,28.4,32.0,33.4,36.0
1991,6.2,7.0,7.9,9.8,12.1,13.2,23.8,29.6,38.0
1992,4.4,7.3,10.9,15.6,16.7,17.0,24.8,29.9,30.0
1993,2.8,5.6,6.7,7.5,7.8,14.2,27.9,32.8,44.4
1994,5.5,8.1,8.6,15.3,17.6,31.4,37.3,43.9,52.9
1995,5.9,9.0,10.3,10.5,14.3,17.5,27.6,33.9,48.4
1996,6.0,8.6,9.2,11.3,14.0,17.1,,,50.0
1997,2.6,4.1,6.0,8.5,10.9,13.0,24.7,36.3,38.6
1998,6.4,10.7,12.8,17.1,28.2,38.4,49.1,50.4,52.7
1999,6.7,8.1,9.4,13.2,15.2,18.5,19.2,19.2,28.3
2000,7.7,10.5,15.7,20.7,27.3,32.4,32.4,33.1,38.5
