Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,3.8,4.6,5.1,5.8,7.4,12.2,16.0,26.2,31.2
1971,2.3,3.3,3.8,4.1,4.3,5.6,11.4,14.0,15.7
1972,2.0,3.8,4.1,5.8,7.4,8.6,12.4,16.8,16.8
1973,2.3,3.0,4.1,5.1,6.1,8.1,12.7,13.7,16.5
1974,3.6,4.6,6.1,7.4,7.9,11.4,27.4,37.3,45.5
1975,2.8,4.3,5.3,6.1,6.6,9.1,15.2,20.8,32.0
1976,3.0,4.6,6.1,6.1,6.1,8.1,18.3,26.7,37.1
1977,2.3,3.8,4.3,4.6,6.6,8.9,12.4,19.6,26.2
1978,2.1,3.3,4.5,9.0,11.3,15.7,16.5,21.9,24.8
1979,3.2,5.0,7.1,7.6,8.2,14.3,33.7,45.1,46.4
1980,2.6,4.4,6.6,9.5,9.5,9.7,11.1,13.8,16.8
1981,1.4,2.6,3.3,3.9,7.0,10.3,14.9,16.2,27.1
1982,1.9,3.2,3.6,4.4,5.2,9.4,24.4,34.0,39.3
1983,0.9,1.3,1.6,3.1,6.1,8.8,14.7,16.3,18.7
1984,4.1,5.0,5.2,6.3,8.9,10.8,13.0,15.4,18.2
1985,2.2,2.8,3.1,3.4,3.6,4.2,8.1,9.6,12.4
1986,4.3,6.5,9.8,12.6,15.1,17.0,18.7,23.7,39.4
1987,2.0,3.7,3.7,4.1,4.9,8.2,21.7,35.3,52.1
1988,3.5,4.0,4.5,5.1,6.1,7.9,14.0,21.2,38.8
1989,4.3,8.1,9.2,10.1,10.1,11.0,12.2,17.7,21.7
1990,12.0,15.1,19.7,22.2,23.7,24.1,24.1,24.3,24.3
1991,2.9,4.2,4.9,5.8,6.0,6.7,10.6,15.2,18.9
1992,1.3,2.2,3.2,3.4,4.7,8.1,19.0,27.3,36.0
