Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1962,8.4,14.0,17.3,30.5,48.3,57.2,66.1,69.6,86.5
1963,7.4,10.2,12.4,18.0,21.6,27.7,39.9,42.2,48.6
1964,10.7,18.0,18.8,20.8,21.6,22.9,43.4,47.2,48.5
1965,4.6,7.6,8.4,9.1,10.4,11.2,23.1,34.3,45.7
1966,11.2,12.2,12.7,14.5,20.6,25.4,50.5,53.3,57.9
1967,11.4,15.5,17.3,18.0,20.6,22.4,32.1,40.5,47.9
1968,20.6,31.0,35.3,40.9,41.4,41.4,48.5,58.9,66.2
1969,6.6,10.7,14.5,15.5,21.6,25.9,30.2,39.6,44.1
1970,6.6,11.2,15.2,22.6,31.5,38.6,64.8,64.8,64.8
1971,23.9,28.4,32.3,33.8,33.8,34.5,34.5,43.7,43.7
1972,3.6,5.8,6.3,8.1,11.4,17.3,26.7,38.6,62.5
1973,10.9,20.3,24.4,29.0,29.0,29.0,29.0,29.0,30.7
1974,7.6,9.7,13.2,22.1,24.9,28.4,30.0,30.0,37.1
1975,11.2,15.5,18.3,19.8,22.1,22.4,41.9,49.3,49.5
1976,10.2,15.2,20.8,22.1,23.4,23.4,33.8,39.4,56.9
1977,10.9,12.4,16.0,19.0,21.1,21.6,21.8,36.1,40.9
1978,11.7,11.7,11.7,12.7,12.7,14.5,23.8,27.4,27.4
1979,14.6,25.0,29.1,39.5,44.6,56.1,63.8,63.9,63.9
1980,13.1,17.6,18.3,20.8,23.1,28.4,30.9,30.9,35.2
1981,7.0,11.2,13.0,17.6,23.0,29.8,39.2,54.7,57.4
1982,2.3,4.5,6.5,12.7,25.2,29.7,49.6,52.6,52.6
1983,9.8,12.5,13.7,17.1,20.4,25.4,35.8,40.8,40.9
1984,12.1,22.7,29.0,32.9,38.7,46.0,64.9,68.4,88.6
1985,12.9,18.7,22.0,28.6,31.0,31.6,32.0,39.8,63.2
1986,11.0,16.3,20.4,26.4,26.4,35.8,41.4,58.0,59.6
1987,10.6,13.4,16.5,21.0,24.3,25.7,37.7,56.7,56.9
1988,10.2,12.2,15.3,30.6,36.8,37.0,51.7,80.3,85.6
1989,14.0,16.8,22.0,24.8,27.2,28.8,31.8,31.8,45.4
1990,6.8,10.2,12.9,14.9,17.2,20.5,25.0,27.0,36.7
1992,10.6,17.6,26.4,35.2,36.6,38.9,46.9,51.6,51.6
1993,10.3,11.8,16.4,23.7,25.7,36.2,41.6,44.4,72.6
1994,17.4,19.9,24.6,31.7,34.3,36.8,47.2,47.2,53.4
1995,10.2,16.9,21.8,27.4,33.6,55.6,78.8,79.0,79.0
1996,10.6,13.7,18.4,35.7,45.8,47.4,49.2,85.4,98.5
1998,5.7,9.0,11.2,12.3,16.1,20.0,41.0,42.2,52.3
2000,10.0,15.6,17.1,23.1,31.5,31.7,43.1,70.0,70.0
2001,5.6,7.6,8.1,12.6,17.2,22.7,29.8,41.5,52.8
2002,7.0,7.5,8.2,13.3,17.4,19.1,19.1,25.6,25.8
2004,7.9,11.2,15.4,21.6,26.0,30.4,38.8,47.3,64.0
2006,12.4,16.0,16.2,16.2,26.4,37.2,40.0,40.0,40.0
2007,9.0,11.0,12.4,14.6,23.8,28.4,50.4,50.4,50.6
2008,10.8,17.2,21.2,24.6,27.0,32.8,44.0,45.2,52.2
2009,9.0,16.2,19.6,25.0,31.8,35.0,44.8,49.0,49.0
2011,7.4,10.4,12.4,20.4,25.8,29.0,32.0,37.6,66.0
2012,7.8,12.4,15.2,18.0,22.0,24.6,34.8,35.4,44.2
2013,6.8,11.2,13.6,21.2,31.6,33.0,35.0,36.8,53.0
2014,7.2,9.8,11.6,15.8,17.4,26.8,38.0,44.8,45.0
2015,8.2,13.0,17.4,28.8,35.4,39.4,39.4,44.2,45.4
2016,12.4,12.4,12.4,12.4,16.2,24.8,35.8,38.8,43.0
