Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,7.4,10.9,14.7,17.3,18.3,19.0,26.9,29.5,43.9
1966,8.1,10.9,11.7,16.5,20.1,22.4,35.8,44.7,45.7
1967,9.1,10.9,11.7,14.2,15.5,16.3,29.7,47.2,69.6
1968,4.1,6.1,7.4,9.7,13.5,16.5,33.0,40.1,40.9
1969,5.8,9.7,13.5,18.8,21.6,24.6,34.0,39.1,54.9
1970,6.1,7.9,10.2,13.7,15.0,20.6,28.2,40.4,48.0
1971,7.1,10.9,11.2,12.2,12.7,17.5,22.1,29.0,35.1
1972,11.2,13.2,13.7,15.5,16.0,20.8,27.7,31.5,47.2
1973,6.6,10.4,10.4,15.0,15.5,22.4,43.2,52.1,53.6
1975,6.9,7.6,10.7,13.7,15.5,25.4,32.3,33.5,34.3
1976,6.9,11.2,11.7,12.7,14.0,14.5,27.9,29.2,30.2
1977,6.9,11.2,11.7,21.8,37.1,45.5,67.3,72.1,72.1
1978,7.1,9.9,11.2,15.0,15.9,19.9,31.7,34.1,36.6
1979,6.5,9.3,11.5,11.5,11.5,17.0,37.7,54.8,55.8
1980,9.3,14.0,16.3,22.9,31.1,37.6,46.6,46.6,60.0
1981,11.4,20.2,25.0,25.0,25.0,25.0,32.9,46.8,48.2
1982,14.2,18.4,22.2,22.4,23.2,30.7,39.0,39.0,39.0
1983,5.9,10.3,14.0,15.0,21.8,34.0,36.4,42.0,63.3
1984,4.4,7.2,7.8,10.1,11.8,13.0,27.7,41.7,42.2
1985,12.2,15.2,18.3,24.3,24.4,37.1,37.1,39.3,39.7
1986,24.3,24.8,26.0,27.1,27.1,32.8,63.2,65.0,65.6
1987,12.2,13.6,14.7,17.3,18.3,20.3,30.4,39.1,42.4
1988,4.7,8.1,8.8,9.9,15.1,15.2,20.2,28.0,28.0
1989,7.3,10.5,10.5,16.8,25.3,25.3,29.8,29.8,34.7
1990,6.6,7.5,9.0,11.0,12.7,16.7,32.9,46.1,50.0
1991,10.6,11.6,12.6,12.8,14.0,15.8,25.7,26.2,32.8
1992,4.7,8.1,9.6,12.1,14.9,20.2,30.1,38.0,42.8
1993,4.2,6.8,9.3,11.7,21.1,23.6,25.5,41.7,56.0
1994,5.6,8.8,10.5,14.6,17.8,19.6,31.3,32.5,34.8
1995,10.6,14.6,18.0,22.2,28.3,41.4,50.4,56.8,64.9
1996,3.4,6.2,7.3,9.5,14.2,19.8,30.0,33.8,42.8
1997,5.0,9.1,11.7,19.8,34.8,43.1,48.7,48.7,53.9
2000,11.4,17.6,22.3,33.5,59.6,68.2,69.8,69.8,71.6
2001,4.7,5.2,7.0,9.2,17.4,19.5,22.3,32.9,40.4
2002,,,,,,,,78.8,78.8
2003,6.1,11.8,14.0,21.3,26.8,34.0,42.1,45.1,50.2
2004,7.1,10.0,14.9,18.9,31.7,48.9,88.9,109.6,123.7
2005,5.0,7.0,7.2,7.9,13.6,19.1,40.8,50.3,54.1
2006,5.0,8.1,9.6,15.6,20.4,25.0,42.9,55.1,69.9
2007,10.3,11.4,14.2,21.2,26.3,30.5,44.3,60.9,62.1
2008,6.1,12.1,14.0,21.2,23.1,32.5,32.7,40.4,47.6
2009,4.6,8.6,9.0,11.8,12.6,18.7,,58.0,75.8
2010,5.0,5.3,6.9,8.4,9.6,11.8,24.7,48.3,59.1
2012,5.5,8.0,10.5,21.1,35.7,44.5,60.5,79.9,80.6
2013,5.4,9.5,13.8,20.5,20.8,25.0,30.7,33.5,42.8
2014,7.8,10.7,11.3,13.7,23.9,33.6,43.3,47.1,79.4
2016,7.1,10.9,16.1,23.7,24.8,27.2,34.9,46.2,46.2
2017,5.5,10.3,12.6,13.8,20.3,27.8,33.8,52.0,66.3
