Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1964,8.6,13.2,14.7,28.4,34.3,45.5,56.9,56.9,64.3
1965,5.8,6.3,8.9,13.7,19.8,26.4,33.0,33.0,42.4
1966,6.9,10.7,10.7,10.7,14.0,15.0,22.1,26.2,26.7
1967,7.6,12.2,17.0,26.2,26.7,26.7,26.7,36.1,59.9
1968,8.1,14.5,16.8,19.8,26.9,42.4,81.3,101.3,112.5
1969,6.9,10.2,12.4,12.7,19.8,22.6,32.0,37.3,43.2
1970,8.4,10.9,12.2,16.0,19.3,20.3,26.4,33.3,39.6
1971,8.1,12.4,15.0,21.8,24.6,25.7,26.7,29.5,30.5
1972,5.8,9.4,13.7,17.3,23.4,23.4,27.4,33.8,36.8
1973,7.6,12.7,17.3,25.4,36.6,37.6,39.4,39.9,40.4
1974,6.9,7.9,8.6,11.7,15.2,25.7,29.7,29.7,33.0
1975,12.7,20.3,24.6,31.7,32.0,32.0,32.5,33.5,33.5
1976,4.8,7.9,9.1,11.4,19.0,23.9,23.9,38.1,47.2
1977,12.2,14.5,16.6,33.3,37.6,37.6,42.2,48.0,51.3
1978,6.9,8.8,11.1,15.5,25.7,31.6,35.5,42.0,42.0
1979,8.0,11.4,16.2,26.0,34.2,47.6,80.6,116.4,123.0
1980,11.1,14.8,15.3,17.0,25.5,32.8,33.8,41.9,44.4
1981,8.2,9.6,9.6,11.6,14.4,25.7,32.9,37.2,44.6
1983,8.0,10.5,15.2,27.4,29.3,32.0,44.2,46.5,56.3
1984,9.8,15.0,18.0,26.9,28.9,30.7,30.8,51.8,54.2
1985,7.6,9.5,10.5,12.5,16.2,17.2,23.7,38.9,54.2
1986,12.4,18.4,21.2,24.7,26.5,30.6,35.1,43.0,46.6
1987,8.1,13.0,15.3,21.9,34.8,46.4,56.5,56.5,69.4
1988,8.0,11.3,12.9,14.7,17.0,20.0,22.7,42.7,47.2
1989,8.7,9.9,10.5,10.8,17.9,20.5,20.7,24.2,27.6
1990,7.2,9.0,13.1,21.8,28.0,32.8,35.9,44.9,50.4
1991,14.2,20.0,29.0,34.0,60.0,64.2,65.0,65.0,65.3
1992,6.0,10.4,13.5,20.4,28.4,30.3,32.3,42.9,46.0
1993,6.7,7.5,8.3,12.1,17.6,24.6,42.3,43.8,46.9
1994,7.2,8.5,11.5,14.3,18.3,24.4,50.4,74.6,86.9
1996,7.6,11.1,14.1,25.7,30.8,34.6,36.0,36.0,40.6
1997,7.6,9.6,12.3,15.5,17.6,23.2,45.8,54.2,58.2
1998,3.6,3.9,4.4,5.5,7.1,10.5,18.2,26.2,46.5
1999,9.4,14.1,16.6,20.7,22.2,29.7,38.5,45.0,49.2
2000,6.8,7.4,7.4,8.3,8.5,13.5,24.3,30.3,41.0
2005,7.0,9.6,11.6,18.9,30.9,41.8,83.2,100.9,104.5
2006,8.4,10.8,13.7,22.2,29.6,31.2,33.4,44.0,64.5
2007,10.4,16.8,18.8,25.5,28.2,28.2,28.4,,56.0
