Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1967,4.3,7.9,8.9,14.0,18.0,18.5,25.4,38.6,51.8
1968,4.1,6.9,8.1,8.6,14.0,17.0,36.6,52.8,70.6
1969,2.3,3.3,4.1,5.8,7.6,14.5,29.7,48.3,58.4
1970,4.8,8.6,8.6,9.1,14.0,21.6,39.6,41.4,54.9
1971,3.8,5.6,7.9,11.2,16.8,21.6,37.6,47.5,57.4
1972,6.1,7.4,9.1,12.7,15.7,25.1,40.9,43.4,48.8
1973,2.8,5.3,7.1,10.7,20.6,37.6,49.0,52.8,89.7
1974,3.3,4.3,6.6,11.4,18.5,25.7,47.0,60.5,63.0
1975,5.6,8.6,9.4,9.9,14.5,16.3,32.8,36.3,41.1
1976,3.0,5.3,6.6,7.9,10.4,13.5,22.9,33.8,36.6
1978,2.3,3.3,4.6,7.9,11.2,17.3,23.5,34.3,42.0
1979,5.1,10.1,13.6,16.7,22.6,33.5,74.4,87.5,98.0
1980,4.6,6.4,7.8,11.4,18.0,19.6,36.3,44.4,59.4
1981,3.1,5.0,5.5,7.3,10.4,16.0,31.1,34.0,52.1
1982,3.3,4.0,5.4,6.6,11.1,14.2,30.0,35.7,44.8
1983,3.8,6.0,7.4,10.0,14.6,20.9,45.3,52.2,82.4
1984,4.5,5.5,6.8,10.2,13.8,18.2,28.1,41.1,63.2
1985,2.9,5.5,6.4,8.0,9.9,13.3,23.0,31.8,32.6
1986,3.6,6.2,7.3,10.4,16.8,22.3,23.7,33.8,46.1
1987,4.6,7.8,9.4,14.0,18.0,27.4,41.0,44.0,49.9
1988,6.5,10.8,14.2,21.7,22.2,22.4,53.1,56.0,56.0
1989,4.4,7.9,9.7,11.5,17.7,29.6,47.1,59.5,97.5
1990,9.4,18.7,23.2,33.2,41.5,46.3,51.5,54.6,88.9
1991,3.8,5.9,6.8,8.8,13.4,23.6,46.4,52.8,55.9
1993,6.8,11.7,14.8,20.7,21.6,25.4,32.4,42.2,56.5
1994,3.8,6.2,6.4,10.6,17.1,18.1,31.5,54.8,69.4
1995,7.9,8.8,10.8,14.0,26.0,45.3,82.5,97.6,134.5
1996,3.4,6.4,9.3,17.7,23.1,30.1,47.8,67.1,68.4
1997,6.1,8.8,9.9,13.8,14.5,17.1,24.7,31.4,46.0
1998,6.8,12.9,16.3,19.9,24.6,30.3,38.2,41.6,52.5
1999,5.1,5.1,6.5,10.8,18.2,25.1,32.8,37.9,40.4
2000,4.2,6.1,8.1,12.0,14.2,24.2,45.5,48.7,58.8
2001,3.5,4.0,5.0,8.5,12.7,18.3,33.5,40.4,57.9
2002,4.4,6.2,8.6,13.8,19.6,25.2,58.0,59.4,60.5
2003,6.1,7.1,10.7,14.7,16.0,19.9,36.6,41.0,52.7
2004,3.4,4.8,6.0,8.5,13.5,21.8,33.6,39.9,65.3
2005,4.8,6.2,9.0,13.2,14.6,24.4,60.3,106.6,138.4
2006,5.1,5.9,8.1,11.4,21.2,24.1,35.8,50.6,55.5
2007,5.4,5.8,8.4,11.2,13.6,20.6,43.3,47.9,62.6
2008,4.2,4.2,5.6,9.4,13.2,24.8,53.4,56.6,57.2
2009,12.4,14.4,14.8,21.0,37.1,37.1,50.2,53.4,53.4
2010,4.4,6.0,8.0,13.4,18.2,22.0,26.2,41.4,47.9
2012,4.5,8.1,10.4,23.2,26.8,32.7,40.8,49.2,68.8
2013,3.0,5.6,8.3,9.2,17.6,30.7,46.2,58.0,63.8
2014,3.6,5.7,7.3,9.8,12.8,16.8,27.7,34.3,35.0
2015,6.1,7.9,11.6,17.4,22.6,42.7,68.1,69.7,74.7
2016,6.1,8.6,10.9,14.6,18.4,22.8,31.4,51.1,73.4
2017,9.2,11.2,12.0,13.8,23.8,33.2,55.2,66.8,74.2
