Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1926,8.1,11.9,16.3,24.9,41.1,56.4,75.7,80.3,104.4
1927,7.1,9.4,10.2,15.5,18.3,29.7,40.9,46.2,56.6
1929,9.7,15.0,18.3,21.1,38.4,38.4,38.4,38.4,40.9
1930,8.1,16.0,18.3,24.4,29.0,35.6,49.5,50.3,51.6
1931,8.4,10.7,16.0,20.6,23.1,23.4,33.8,37.1,37.1
1932,7.1,9.9,12.2,22.6,39.4,59.4,64.3,65.3,65.5
1933,10.2,11.2,11.2,11.7,12.2,14.7,24.9,24.9,27.4
1934,7.1,8.4,10.4,12.2,15.2,16.0,25.9,27.2,27.2
1935,14.0,26.4,32.8,49.8,60.2,63.2,63.2,63.2,63.2
1936,6.3,11.4,12.2,14.2,19.0,20.3,30.2,32.8,32.8
1937,8.9,17.8,25.1,37.8,43.9,49.8,54.9,56.9,74.4
1938,10.7,14.0,15.0,17.0,17.8,24.9,46.0,47.5,47.5
1939,6.9,11.7,17.5,21.1,21.6,22.1,27.9,30.0,30.5
1940,6.6,12.4,18.3,25.4,33.5,35.3,38.9,50.5,72.9
1941,8.6,13.2,17.0,27.4,37.8,38.1,38.1,41.4,50.5
1942,15.0,20.3,22.6,23.6,32.0,41.7,47.2,52.8,54.9
1943,7.6,12.2,15.2,20.6,25.9,26.4,40.6,48.8,50.3
1944,8.1,14.5,17.3,21.8,26.4,26.7,33.5,33.5,33.5
1945,9.1,12.2,13.0,18.0,20.1,30.7,47.2,55.4,75.4
1946,9.4,15.0,16.8,17.8,24.6,24.9,27.9,36.3,42.2
1947,9.4,18.3,21.8,29.0,31.7,33.0,40.9,44.2,56.6
1948,10.2,14.7,19.6,19.8,19.8,19.8,26.7,28.2,39.1
1949,6.3,9.9,12.2,14.0,14.2,21.8,33.3,33.5,35.1
1952,8.1,13.7,15.5,23.9,33.0,38.6,44.2,71.4,76.7
1953,5.1,7.9,9.4,16.5,20.6,23.9,25.4,31.0,40.6
1954,5.3,8.9,10.9,16.0,16.3,25.1,33.8,47.2,69.3
1955,6.9,9.9,10.7,12.4,16.0,20.1,33.0,45.5,54.1
1956,10.7,14.7,19.3,23.1,38.1,41.4,51.3,57.7,60.7
1957,12.4,18.5,21.8,24.6,30.7,34.5,42.2,42.7,42.9
1958,6.9,9.7,10.9,18.5,21.1,28.7,36.3,36.3,36.8
1959,9.1,14.7,18.8,25.1,27.4,31.2,35.6,35.8,35.8
1960,8.9,16.0,17.3,21.6,27.4,27.7,31.5,38.6,46.2
1961,12.7,16.0,18.0,20.1,22.6,27.4,31.7,31.7,31.7
1962,12.2,15.7,18.8,18.8,20.8,21.3,36.6,42.7,48.0
1963,4.8,5.8,8.6,10.9,20.6,26.4,29.7,36.1,41.7
1964,11.9,15.0,16.8,23.1,37.1,67.3,86.4,86.9,86.9
1965,5.6,7.6,9.1,12.2,19.3,25.1,31.0,44.2,56.6
1967,6.3,9.4,13.2,23.6,38.1,58.4,66.8,76.2,78.5
1968,11.4,17.8,20.3,25.4,35.8,44.7,86.6,101.6,104.6
1969,29.2,30.5,38.1,45.0,48.5,49.5,49.5,49.5,52.6
1970,5.3,5.8,6.9,11.4,13.5,15.5,29.7,29.7,36.1
1971,10.4,12.7,14.7,22.4,22.4,22.4,26.7,26.7,30.2
1972,5.1,10.2,11.7,15.5,15.5,25.4,27.2,31.7,40.4
1973,6.1,7.4,7.4,8.9,10.2,14.0,23.6,28.4,33.8
1974,6.1,7.4,9.9,11.2,14.5,20.6,25.1,26.9,26.9
1975,10.9,21.8,27.2,35.8,39.4,61.0,66.8,75.9,79.0
1976,20.3,21.6,23.4,25.1,25.4,27.7,49.0,51.6,51.6
1977,11.7,17.3,20.3,22.6,22.6,30.5,45.0,46.0,48.8
1978,9.0,11.4,13.6,16.0,18.7,21.6,32.0,34.4,41.0
1979,5.0,5.8,6.6,8.6,14.0,17.2,27.0,42.8,51.8
1980,8.9,12.3,12.7,16.0,25.1,31.7,34.9,52.9,73.0
1981,,,,,34.0,36.9,49.2,66.8,73.9
1982,8.5,13.1,16.1,21.2,29.3,30.0,55.6,65.4,68.0
1983,10.7,13.9,18.0,30.6,42.8,50.1,82.2,99.4,108.7
