Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1970,,,,,9.4,16.0,25.7,43.7,55.1
1971,,,,,9.1,15.5,29.2,46.0,57.7
1972,,,,,15.5,22.9,38.9,57.9,73.9
1973,,,,,9.1,14.0,26.2,39.4,53.3
1974,,,,,8.1,12.4,26.4,39.9,65.5
1975,,,,,18.3,20.6,41.9,44.2,59.7
1976,,,,,8.1,15.7,41.1,45.7,48.5
1981,,,,,12.4,18.6,33.4,39.8,63.2
1982,3.3,5.2,7.8,13.7,17.7,19.6,32.4,49.2,62.9
1983,2.8,3.9,4.7,7.4,10.9,17.7,33.6,53.1,79.6
1984,4.2,5.6,6.9,12.3,20.2,29.6,48.6,59.3,62.0
1985,2.6,2.9,3.6,6.3,9.0,12.0,21.4,24.7,36.8
1986,5.1,5.9,6.1,7.3,7.8,13.9,27.5,40.7,56.1
1987,2.4,3.2,3.7,4.6,8.5,16.4,39.0,43.6,65.7
1988,1.8,2.2,3.0,4.9,8.6,16.9,36.1,45.7,50.5
1989,4.6,7.1,9.0,13.0,14.5,14.6,18.5,29.2,39.2
1990,5.2,7.7,9.6,12.9,15.8,16.2,24.7,45.9,69.8
1991,1.7,2.8,3.9,5.9,9.6,16.9,42.5,64.1,72.3
1992,3.1,4.3,6.1,8.6,11.4,13.6,28.6,,61.6
1993,2.1,3.6,4.1,6.5,9.3,16.0,36.2,61.9,97.4
1994,3.6,4.8,5.3,6.8,9.7,15.3,31.9,49.6,58.3
1995,7.4,10.4,11.6,12.4,14.1,19.5,34.8,53.6,68.1
1996,5.5,5.9,6.1,8.0,11.5,14.9,27.6,39.9,50.9
1997,4.9,5.8,7.0,9.5,10.9,13.5,35.1,41.6,63.6
1998,5.5,8.8,10.3,13.1,15.3,18.8,32.5,,61.0
1999,2.2,3.6,4.5,6.0,9.1,17.2,33.2,63.6,81.0
2000,5.5,8.4,10.2,13.1,14.7,14.7,20.2,28.4,37.8
2001,3.5,4.8,5.4,8.9,13.5,18.1,32.3,38.3,46.8
2002,3.9,4.9,6.2,6.9,9.7,13.1,26.1,43.5,55.7
