Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1963,4.6,7.6,11.2,13.0,19.0,22.9,45.2,57.1,57.1
1964,8.1,11.9,13.5,24.9,27.9,34.5,34.8,41.9,42.4
1965,9.7,11.2,11.2,16.0,29.2,29.2,42.7,45.7,51.3
1966,7.9,12.4,15.5,20.3,25.7,25.7,31.2,38.6,42.2
1967,10.9,17.0,18.5,21.8,26.7,27.4,27.4,32.3,41.9
1968,7.6,11.2,13.2,20.3,25.9,27.7,29.0,45.2,45.7
1969,10.2,14.2,16.5,24.4,25.9,27.7,27.7,31.2,40.4
1973,7.9,14.5,20.6,27.7,29.7,30.0,39.9,47.8,57.7
1976,12.7,12.7,12.7,24.9,28.2,38.4,56.6,57.9,57.9
1977,5.3,6.9,7.9,13.0,16.0,21.8,32.0,37.3,38.4
1978,12.3,16.3,16.7,29.0,31.1,33.5,34.4,55.4,76.9
1979,10.0,20.0,28.0,30.7,38.4,44.4,48.1,56.8,57.4
1980,6.5,12.7,17.9,18.7,21.2,25.0,32.3,41.4,41.8
1981,,,,13.3,15.0,22.5,32.7,45.4,47.7
1982,5.7,6.4,7.3,9.3,17.1,29.7,44.2,44.4,44.6
1983,6.1,6.3,8.5,9.9,13.1,15.8,22.7,33.8,52.8
1984,8.1,9.4,11.3,14.9,19.9,26.1,27.1,35.1,48.8
1985,10.5,10.5,15.8,19.2,19.7,20.5,22.7,30.5,42.2
1986,10.2,12.2,18.2,23.7,32.8,32.9,35.5,36.0,50.8
1987,5.4,7.8,8.7,10.6,12.5,14.0,19.7,27.3,35.6
1988,3.2,5.0,6.4,10.7,15.0,15.0,38.5,38.5,38.5
1989,9.9,11.1,14.5,18.4,24.9,28.9,30.9,32.9,44.8
1990,6.0,9.8,12.3,21.7,27.6,33.7,53.9,85.3,87.3
1991,5.5,8.3,8.8,9.4,10.7,13.7,,,46.0
1992,8.3,8.7,9.0,14.1,16.8,26.1,33.3,48.2,51.0
1993,2.6,4.0,5.4,9.4,16.0,23.0,31.4,38.4,47.2
1994,9.7,17.5,18.8,24.3,33.5,42.3,52.1,53.0,53.0
1995,10.1,18.4,20.2,33.0,34.9,46.4,68.2,75.1,75.1
1996,4.9,6.9,8.7,10.8,20.1,27.9,31.8,32.0,45.1
1997,8.9,10.5,13.5,17.8,19.2,19.2,30.8,39.6,43.3
1998,8.2,12.6,14.1,15.3,16.7,21.4,27.5,39.2,44.1
