Année,5 min,10 min,15 min,30 min,1 h,2 h,6 h,12 h,24 h
1965,14.0,16.8,19.3,20.8,23.9,26.7,30.5,34.0,44.4
1966,6.1,12.2,13.7,15.7,15.7,17.5,24.6,34.0,34.0
1967,6.9,11.7,12.2,17.5,17.5,18.0,27.2,42.7,63.0
1968,5.1,6.1,7.4,11.7,21.8,26.4,58.2,70.1,75.7
1969,6.3,12.7,18.8,18.8,18.8,19.8,37.6,41.7,47.5
1970,8.6,9.4,13.5,14.5,15.7,19.0,29.2,29.2,37.3
1971,9.1,12.2,15.7,19.6,27.2,48.3,53.8,53.8,53.8
1972,9.4,15.5,21.1,31.0,39.1,47.8,48.0,48.0,48.8
1973,6.6,11.4,15.0,25.7,31.5,35.6,37.8,37.8,38.9
1974,5.6,7.4,9.9,14.2,14.7,22.4,30.7,30.7,36.8
1975,8.9,13.0,16.0,19.0,19.0,30.7,36.1,45.7,46.0
1976,6.9,11.7,14.5,17.8,18.8,21.6,39.1,40.9,50.3
1977,8.4,14.2,18.8,27.9,31.2,34.8,46.7,63.5,83.1
1978,8.6,12.8,15.8,21.0,26.1,31.5,52.2,52.2,56.2
1979,6.1,10.3,12.8,16.6,17.8,26.4,48.4,81.6,86.2
1980,6.7,9.0,12.9,22.1,24.3,24.8,25.4,35.2,41.0
1981,6.5,9.0,11.9,15.8,22.4,31.7,46.3,68.9,68.9
1982,3.9,6.0,6.4,8.7,11.6,15.1,20.8,25.2,29.8
1983,12.6,18.1,23.5,26.0,47.0,47.4,53.0,54.4,57.4
1984,7.6,8.6,12.5,13.9,14.4,19.8,33.0,38.8,41.0
1985,7.5,10.6,13.5,17.2,20.2,21.7,30.2,37.0,42.7
1986,9.6,10.2,11.4,14.7,18.5,23.2,34.9,34.9,51.7
1987,12.2,14.4,18.2,30.2,36.9,36.9,50.8,54.4,66.4
1988,3.8,6.3,8.8,15.6,21.2,25.4,33.7,59.6,62.1
1989,3.9,5.5,7.3,11.8,19.2,23.3,38.6,41.6,42.0
1990,5.1,8.6,9.6,11.3,12.3,18.2,27.0,39.3,45.8
